location_id,state,remoteness_area,sa4_name,lga_name,road_type
L2064,VIC,Inner Regional Australia,Hume,Indigo,Sub-arterial Road
L2065,WA,Major Cities of Australia,Perth - South West,Melville,Arterial Road
L2066,WA,Outer Regional Australia,Western Australia - Wheat Belt,Narrogin,Local Road
L2067,NSW,Remote Australia,Riverina,Carrathool,National or State Highway
L2068,TAS,Inner Regional Australia,Hobart,Brighton,Collector Road
L2069,NT,Remote Australia,Northern Territory - Outback,MacDonnell,Sub-arterial Road
L2070,NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Dungog,Sub-arterial Road
L2071,NSW,Outer Regional Australia,New England and North West,Glen Innes Severn,Local Road
L2072,SA,Major Cities of Australia,Adelaide - West,West Torrens,National or State Highway
L2073,WA,Remote Australia,Western Australia - Wheat Belt,Merredin,Local Road
L2074,TAS,Outer Regional Australia,South East,Derwent Valley,Sub-arterial Road
L2075,VIC,Inner Regional Australia,Melbourne - North East,Murrindindi,Arterial Road
L2076,SA,Major Cities of Australia,Adelaide - Central and Hills,Burnside,Collector Road
L2077,NSW,Outer Regional Australia,Murray,Berrigan,Local Road
L2078,TAS,Inner Regional Australia,Hobart,Clarence,Local Road
L2079,TAS,Inner Regional Australia,Launceston and North East,Launceston,Sub-arterial Road
L2080,NT,Very Remote Australia,Northern Territory - Outback,Unincorporated NT,Sub-arterial Road
L2081,NSW,Inner Regional Australia,Richmond - Tweed,Kyogle,Local Road
L2082,WA,Remote Australia,Western Australia - Wheat Belt,Westonia,National or State Highway
L2083,TAS,Outer Regional Australia,Launceston and North East,Meander Valley,Local Road
L2084,NSW,Outer Regional Australia,Murray,Berrigan,National or State Highway
L2085,QLD,Remote Australia,Darling Downs - Maranoa,Maranoa,Collector Road
L2086,SA,Outer Regional Australia,South Australia - Outback,Whyalla,Arterial Road
L2087,NSW,Major Cities of Australia,Sydney - Outer South West,Camden,Local Road
L2088,VIC,Outer Regional Australia,Warrnambool and South West,Glenelg,Sub-arterial Road
L2089,NSW,Major Cities of Australia,Sydney - City and Inner South,Sydney,Pedestrian Thoroughfare
L2090,WA,Outer Regional Australia,Bunbury,Bridgetown-Greenbushes,Arterial Road
L2091,NSW,Very Remote Australia,Far West and Orana,Cobar,Sub-arterial Road
L2092,NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Muswellbrook,Sub-arterial Road
L2093,WA,Remote Australia,Western Australia - Outback (South),Morawa,Local Road
L2094,WA,Inner Regional Australia,Bunbury,Bunbury,Local Road
L2095,NSW,Outer Regional Australia,New England and North West,Liverpool Plains,National or State Highway
L2096,VIC,Remote Australia,Latrobe - Gippsland,East Gippsland,National or State Highway
L2097,SA,Outer Regional Australia,Barossa - Yorke - Mid North,Goyder,National or State Highway
L2098,NSW,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Hawkesbury,Collector Road
L2099,VIC,Inner Regional Australia,Ballarat,Pyrenees,Arterial Road
L2100,VIC,Inner Regional Australia,Hume,Benalla,Arterial Road
L2101,QLD,Outer Regional Australia,Moreton Bay - North,Somerset,Sub-arterial Road
L2102,VIC,Inner Regional Australia,Melbourne - West,Moorabool,Arterial Road
L2103,VIC,Outer Regional Australia,Latrobe - Gippsland,South Gippsland,Arterial Road
L2104,WA,Inner Regional Australia,Western Australia - Wheat Belt,Gingin,National or State Highway
L2105,WA,Remote Australia,Western Australia - Wheat Belt,Westonia,Local Road
L2106,TAS,Inner Regional Australia,Launceston and North East,West Tamar,Local Road
L2107,VIC,Outer Regional Australia,North West,Buloke,Access road
L2108,WA,Major Cities of Australia,Perth - Inner,Claremont,Arterial Road
L2109,VIC,Outer Regional Australia,Warrnambool and South West,Southern Grampians,Arterial Road
L2110,NSW,Inner Regional Australia,Riverina,Cootamundra-Gundagai,Local Road
L2111,SA,Outer Regional Australia,South Australia - South East,Loxton Waikerie,Arterial Road
L2112,WA,Outer Regional Australia,Western Australia - Outback (South),Mingenew,Local Road
L2113,NSW,Inner Regional Australia,Newcastle and Lake Macquarie,Lake Macquarie,Access road
L2114,VIC,Outer Regional Australia,North West,Northern Grampians,Local Road
L2115,WA,Outer Regional Australia,Western Australia - Wheat Belt,Merredin,National or State Highway
L2116,VIC,Remote Australia,Latrobe - Gippsland,East Gippsland,Sub-arterial Road
L2117,QLD,Very Remote Australia,Queensland - Outback,Barcaldine,National or State Highway
L2118,NSW,Inner Regional Australia,Coffs Harbour - Grafton,Bellingen,Access road
L2119,QLD,Outer Regional Australia,Wide Bay,Fraser Coast,Local Road
L2120,VIC,Major Cities of Australia,Melbourne - Inner South,Bayside (Vic.),Collector Road
L2121,QLD,Outer Regional Australia,Central Queensland,Livingstone,Access road
L2122,SA,Inner Regional Australia,Adelaide - North,Light,Collector Road
L2123,NT,Very Remote Australia,Northern Territory - Outback,Central Desert,National or State Highway
L2124,NT,Remote Australia,Northern Territory - Outback,Unincorporated NT,National or State Highway
L2125,WA,Outer Regional Australia,Western Australia - Wheat Belt,Narrogin,Arterial Road
L2126,WA,Inner Regional Australia,Western Australia - Wheat Belt,Murray,Local Road
L2127,NSW,Major Cities of Australia,Sydney - North Sydney and Hornsby,Lane Cove,Local Road
L2128,NSW,Major Cities of Australia,Hunter Valley exc Newcastle,Port Stephens,National or State Highway
L2129,NSW,Major Cities of Australia,Sydney - Parramatta,The Hills,National or State Highway
L2130,NSW,Inner Regional Australia,Sydney - South West,Liverpool,Collector Road
L2131,WA,Outer Regional Australia,Western Australia - Outback (South),Chapman Valley,National or State Highway
L2132,SA,Outer Regional Australia,South Australia - South East,Naracoorte Lucindale,Access road
L2133,NSW,Outer Regional Australia,Riverina,Carrathool,Local Road
L2134,WA,Remote Australia,Western Australia - Wheat Belt,Bruce Rock,Local Road
L2135,TAS,Outer Regional Australia,Launceston and North East,Meander Valley,Collector Road
L2136,NSW,Major Cities of Australia,Central Coast,Central Coast (NSW),Sub-arterial Road
L2137,WA,Outer Regional Australia,Western Australia - Wheat Belt,West Arthur,Local Road
L2138,WA,Outer Regional Australia,Western Australia - Wheat Belt,Boddington,National or State Highway
L2139,SA,Remote Australia,Barossa - Yorke - Mid North,Yorke Peninsula,Arterial Road
L2140,NT,Remote Australia,Northern Territory - Outback,Unincorporated NT,Arterial Road
L2141,WA,Very Remote Australia,Western Australia - Outback (North),Halls Creek,National or State Highway
L2142,TAS,Outer Regional Australia,West and North West,Kentish,Local Road
L2143,NSW,Outer Regional Australia,Far West and Orana,Narromine,Arterial Road
L2144,NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Mid-Coast,Sub-arterial Road
L2145,WA,Outer Regional Australia,Western Australia - Wheat Belt,Goomalling,Local Road
L2146,TAS,Outer Regional Australia,West and North West,Devonport,Collector Road
L2147,TAS,Outer Regional Australia,South East,Central Highlands (Tas.),Collector Road
L2148,NSW,Inner Regional Australia,Capital Region,Eurobodalla,Access road
L2149,NSW,Major Cities of Australia,Sydney - Inner West,Strathfield,Local Road
L2150,WA,Inner Regional Australia,Perth - South East,Kalamunda,Local Road
L2151,SA,Outer Regional Australia,South Australia - South East,Loxton Waikerie,Local Road
L2152,WA,Inner Regional Australia,Bunbury,Collie,Arterial Road
L2153,NSW,Major Cities of Australia,Sydney - South West,Camden,Collector Road
L2154,NT,Very Remote Australia,Northern Territory - Outback,Barkly,Sub-arterial Road
L2155,SA,Outer Regional Australia,Barossa - Yorke - Mid North,Goyder,Local Road
L2156,WA,Major Cities of Australia,Perth - Inner,Claremont,National or State Highway
L2157,SA,Outer Regional Australia,Barossa - Yorke - Mid North,Goyder,Access road
L2158,WA,Very Remote Australia,Western Australia - Outback (South),Mount Magnet,Arterial Road
L2159,NSW,Major Cities of Australia,Hunter Valley exc Newcastle,Port Stephens,Sub-arterial Road
L2160,NSW,Remote Australia,Far West and Orana,Unincorporated NSW,Sub-arterial Road
L2161,NSW,Outer Regional Australia,New England and North West,Armidale,Local Road
L2162,WA,Remote Australia,Western Australia - Wheat Belt,Dalwallinu,National or State Highway
L2163,NSW,Outer Regional Australia,Richmond - Tweed,Kyogle,Sub-arterial Road
L2164,SA,Outer Regional Australia,Barossa - Yorke - Mid North,Yorke Peninsula,Sub-arterial Road
L2165,WA,Outer Regional Australia,Western Australia - Wheat Belt,West Arthur,National or State Highway
L2166,TAS,Outer Regional Australia,West and North West,Waratah-Wynyard,Local Road
L2167,NSW,Outer Regional Australia,Capital Region,Snowy Monaro,Local Road
L2168,WA,Major Cities of Australia,Perth - Inner,Subiaco,Arterial Road
L2169,WA,Remote Australia,Western Australia - Wheat Belt,Trayning,Arterial Road
L2170,NSW,Inner Regional Australia,Richmond - Tweed,Lismore,Sub-arterial Road
L2171,WA,Remote Australia,Bunbury,Manjimup,Arterial Road
L2172,NSW,Inner Regional Australia,Riverina,Lockhart,Local Road
L2173,NSW,Outer Regional Australia,Murray,Greater Hume,Local Road
L2174,TAS,Outer Regional Australia,West and North West,Kentish,Collector Road
L2175,NSW,Inner Regional Australia,Capital Region,Snowy Monaro,Sub-arterial Road
L2176,NSW,Outer Regional Australia,Hunter Valley exc Newcastle,Muswellbrook,National or State Highway
L2177,NSW,Inner Regional Australia,Coffs Harbour - Grafton,Coffs Harbour,Collector Road
L2178,WA,Very Remote Australia,Western Australia - Wheat Belt,Lake Grace,Local Road
L2179,NSW,Outer Regional Australia,Riverina,Coolamon,Sub-arterial Road
L2180,WA,Remote Australia,Western Australia - Wheat Belt,Corrigin,Arterial Road
L2181,SA,Remote Australia,South Australia - South East,Kangaroo Island,Arterial Road
L2182,NSW,Major Cities of Australia,Sydney - Inner West,Burwood,Collector Road
L2183,WA,Remote Australia,Western Australia - Wheat Belt,Gnowangerup,Local Road
L2184,WA,Very Remote Australia,Western Australia - Outback (South),Esperance,National or State Highway
L2185,NSW,Major Cities of Australia,Illawarra,Kiama,Collector Road
L2186,NSW,Major Cities of Australia,Sydney - City and Inner South,Randwick,Local Road
L2187,NSW,Outer Regional Australia,Mid North Coast,Kempsey,Sub-arterial Road
L2188,VIC,Major Cities of Australia,Melbourne - South East,Greater Dandenong,Collector Road
L2189,NSW,Inner Regional Australia,New England and North West,Uralla,National or State Highway
L2190,SA,Inner Regional Australia,South Australia - South East,Victor Harbor,Local Road
L2191,WA,Very Remote Australia,Western Australia - Outback (North),Port Hedland,Access road
L2192,NSW,Inner Regional Australia,Central West,Orange,Access road
L2193,NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Cessnock,Local Road
L2194,NSW,Remote Australia,Murray,Wentworth,Sub-arterial Road
L2195,NSW,Major Cities of Australia,Sydney - Eastern Suburbs,Sydney,Local Road
L2196,TAS,Outer Regional Australia,South East,Central Highlands (Tas.),Arterial Road
L2197,SA,Outer Regional Australia,South Australia - Outback,Franklin Harbour,Arterial Road
L2198,SA,Major Cities of Australia,Adelaide - Central and Hills,Unley,Local Road
L2199,VIC,Major Cities of Australia,Melbourne - North West,Melton,Collector Road
L2200,WA,Outer Regional Australia,Western Australia - Wheat Belt,Brookton,Arterial Road
L2201,SA,Outer Regional Australia,South Australia - South East,Mid Murray,Arterial Road
L2202,NSW,Outer Regional Australia,Sydney - Baulkham Hills and Hawkesbury,Hawkesbury,Local Road
L2203,SA,Major Cities of Australia,Adelaide - Central and Hills,Mount Barker,Local Road
L2204,TAS,Inner Regional Australia,Hobart,Hobart,Collector Road
L2205,NSW,Very Remote Australia,Far West and Orana,Unincorporated NSW,Arterial Road
L2206,SA,Remote Australia,South Australia - Outback,Port Lincoln,Arterial Road
L2207,WA,Major Cities of Australia,Mandurah,Murray,National or State Highway
L2208,VIC,Major Cities of Australia,Melbourne - Inner,Port Phillip,Sub-arterial Road
L2209,NT,Outer Regional Australia,Darwin,Unincorporated NT,Local Road
L2210,NSW,Major Cities of Australia,Sydney - South West,Camden,Arterial Road
L2211,NSW,Inner Regional Australia,Newcastle and Lake Macquarie,Lake Macquarie,Arterial Road
L2212,NT,Remote Australia,Northern Territory - Outback,West Daly,Access road
L2213,SA,Outer Regional Australia,Barossa - Yorke - Mid North,Goyder,Sub-arterial Road
L2214,SA,Remote Australia,South Australia - South East,Kingston (SA),Local Road
L2215,WA,Remote Australia,Western Australia - Outback (South),Greater Geraldton,Arterial Road
L2216,VIC,Inner Regional Australia,Shepparton,Moira,Collector Road
L2217,VIC,Major Cities of Australia,Melbourne - North West,Merri-bek,Collector Road
L2218,NSW,Inner Regional Australia,Sydney - Baulkham Hills and Hawkesbury,The Hills,Sub-arterial Road
L2219,TAS,Outer Regional Australia,West and North West,Burnie,National or State Highway
L2220,VIC,Outer Regional Australia,North West,Hindmarsh,Arterial Road
L2221,NSW,Inner Regional Australia,Sydney - South West,Liverpool,Arterial Road
L2222,NSW,Outer Regional Australia,Richmond - Tweed,Kyogle,National or State Highway
L2223,NSW,Remote Australia,Far West and Orana,Walgett,Local Road
L2224,VIC,Inner Regional Australia,Bendigo,Macedon Ranges,Collector Road
L2225,TAS,Inner Regional Australia,Hobart,Clarence,Access road
L2226,WA,Outer Regional Australia,Western Australia - Wheat Belt,Gingin,National or State Highway
L2227,SA,Outer Regional Australia,Barossa - Yorke - Mid North,Wakefield,Arterial Road
L2228,WA,Very Remote Australia,Western Australia - Outback (North),Derby-West Kimberley,Arterial Road
L2229,SA,Inner Regional Australia,Barossa - Yorke - Mid North,Clare and Gilbert Valleys,Sub-arterial Road
L2230,VIC,Major Cities of Australia,Melbourne - North West,Brimbank,Local Road
L2231,WA,Inner Regional Australia,Perth - North East,Swan,Arterial Road
L2232,WA,Very Remote Australia,Western Australia - Outback (South),Shark Bay,National or State Highway
L2233,VIC,Inner Regional Australia,Hume,Wodonga,Arterial Road
L2234,SA,Remote Australia,Barossa - Yorke - Mid North,Yorke Peninsula,Pedestrian Thoroughfare
L2235,NSW,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Hawkesbury,Sub-arterial Road
L2236,WA,Very Remote Australia,Western Australia - Outback (South),Exmouth,Arterial Road
L2237,SA,Major Cities of Australia,Adelaide - South,Holdfast Bay,Local Road
L2238,VIC,Outer Regional Australia,Ballarat,Ararat,National or State Highway
L2239,TAS,Outer Regional Australia,South East,Kingborough,Collector Road
L2240,WA,Inner Regional Australia,Perth - North East,Mundaring,Arterial Road
L2241,WA,Very Remote Australia,Western Australia - Outback (South),Sandstone,Arterial Road
L2242,VIC,Inner Regional Australia,Warrnambool and South West,Surf Coast,Local Road
L2243,WA,Remote Australia,Western Australia - Outback (North),Port Hedland,National or State Highway
L2244,NSW,Outer Regional Australia,Capital Region,Hilltops,National or State Highway
L2245,TAS,Very Remote Australia,West and North West,King Island,Local Road
L2246,NSW,Outer Regional Australia,New England and North West,Armidale,Sub-arterial Road
L2247,SA,Major Cities of Australia,Adelaide - South,Marion,Arterial Road
L2248,WA,Major Cities of Australia,Perth - North East,Bayswater,National or State Highway
L2249,WA,Outer Regional Australia,Western Australia - Wheat Belt,Brookton,Local Road
L2250,NSW,Major Cities of Australia,Sydney - Inner West,Burwood,National or State Highway
L2251,NSW,Remote Australia,Far West and Orana,Walgett,Sub-arterial Road
L2252,NSW,Outer Regional Australia,Capital Region,Hilltops,Local Road
L2253,WA,Outer Regional Australia,Western Australia - Wheat Belt,Gnowangerup,Arterial Road
L2254,WA,Remote Australia,Western Australia - Wheat Belt,Merredin,National or State Highway
L2255,WA,Outer Regional Australia,Bunbury,Boyup Brook,Arterial Road
L2256,TAS,Inner Regional Australia,Launceston and North East,Meander Valley,Local Road
L2257,SA,Very Remote Australia,South Australia - Outback,Anangu Pitjantjatjara Yankunytjatjara,National or State Highway
