crash_id,date_id
20244017,D477
20244009,D478
20242085,D479
20244012,D480
20243205,D481
20241035,D482
20241161,D483
20241062,D484
20243119,D485
20241155,D486
20243152,D487
20243053,D488
20241039,D488
20242154,D489
20242154,D489
20243215,D490
20243026,D491
20241050,D492
20243271,D493
20241133,D494
20248008,D495
20244037,D496
20242143,D497
20241273,D498
20242067,D499
20242214,D500
20243238,D501
20242011,D502
20241180,D503
20241059,D504
20241021,D505
20242254,D506
20243256,D507
20241245,D507
20243126,D508
20244082,D509
20244082,D509
20241108,D510
20242137,D511
20241005,D512
20241051,D513
20243128,D514
20242109,D515
20241116,D516
20243226,D517
20242092,D518
20242125,D519
20244077,D520
20242049,D521
20243265,D522
20243122,D523
20243151,D524
20241283,D525
20242262,D526
20242100,D527
20242211,D528
20241168,D529
20241168,D529
20241162,D530
20241162,D530
20241073,D531
20243097,D532
20243097,D532
20243097,D532
20242182,D533
20243123,D534
20242044,D535
20241120,D536
20242266,D537
20241048,D538
20243023,D539
20243137,D540
20241200,D541
20242151,D542
20242151,D542
20242223,D543
20241259,D544
20241264,D545
20243086,D546
20242215,D547
20246012,D548
20244068,D549
20241296,D550
20241006,D551
20241006,D551
20241258,D552
20241290,D553
20241056,D553
20241290,D553
20242014,D554
20241251,D555
20243076,D556
20243162,D557
20242027,D558
20243029,D559
20243029,D559
20242179,D560
20244080,D561
20242241,D562
20244047,D563
20241041,D564
20241165,D565
20242077,D566
20242078,D567
20242017,D568
20243223,D569
20241271,D570
20242217,D571
20242245,D572
20241170,D573
20242199,D574
20241177,D575
20246015,D576
20242165,D577
20241011,D578
20243260,D579
20243260,D579
20243260,D579
20241083,D580
20241083,D580
20246006,D581
20244058,D582
20243218,D583
20241089,D584
20243146,D585
20241295,D586
20243264,D587
20241136,D588
20241281,D589
20241136,D588
20241076,D590
20244073,D591
20242094,D592
20241058,D593
20241019,D594
20241275,D595
20243222,D596
20241065,D597
20243094,D598
20243145,D599
20241305,D600
20242146,D601
20242146,D601
20241231,D602
20241145,D603
20241228,D604
20243030,D605
20243034,D606
20242058,D607
20241085,D608
20243091,D609
20243184,D610
20242104,D611
20248004,D612
20242101,D613
20243195,D614
20243055,D615
20241212,D616
20241241,D617
20243071,D618
20241171,D619
20243193,D620
20243193,D620
20244011,D621
20244011,D621
20244011,D621
20242225,D622
20242160,D623
20241183,D624
20241025,D625
20241079,D626
20241079,D626
20246010,D627
20242235,D628
20242113,D629
20242025,D630
20241148,D630
20241262,D631
20241172,D632
20242192,D633
20241014,D634
20242191,D635
20243189,D636
20244033,D637
20241206,D638
20243069,D639
20243188,D640
20241130,D641
20241178,D642
20241178,D642
20248011,D643
20241043,D644
20244054,D645
20243032,D646
20244015,D647
20243112,D648
20243253,D649
20246028,D650
20242244,D651
20244006,D652
20241154,D653
20241146,D653
20242009,D654
20241217,D655
20242030,D656
20243025,D657
20242168,D658
20246021,D659
20241238,D660
20241158,D661
20243228,D662
20242210,D663
20242253,D664
20242256,D665
20241289,D666
20243045,D667
20243045,D667
20243045,D667
20242028,D668
20243054,D669
20241187,D670
20246007,D671
20241126,D672
20244049,D673
20242021,D674
20242045,D675
20243101,D676
20242206,D677
20242117,D678
20241226,D679
20242079,D680
20241156,D681
20243093,D682
20243125,D683
20243134,D683
20242239,D684
20241232,D685
20241061,D686
20244056,D687
20242039,D688
20241182,D689
20241044,D690
20242131,D691
20244031,D692
20244031,D692
20242059,D693
20242033,D694
20241207,D695
20243033,D696
20242159,D697
20243177,D698
20243241,D699
20243132,D700
20243159,D701
20242072,D702
20243028,D703
20243105,D704
20242258,D705
20241007,D706
20241227,D707
20243130,D708
20242065,D709
20243259,D710
20244052,D711
20242247,D712
20242247,D712
20241093,D713
20241276,D714
20242208,D715
20241157,D716
20244065,D717
20242054,D718
20242221,D719
20242197,D720
20241075,D721
20241279,D722
20243095,D723
20243272,D724
20243027,D725
20248001,D726
20242228,D727
20242105,D728
20241069,D729
20244074,D730
20244074,D730
20244008,D731
20243100,D732
20241122,D733
20244064,D734
20243138,D735
20241141,D736
20241244,D737
20242236,D738
20242195,D739
20242010,D740
20242205,D741
20244002,D742
20242041,D743
20242084,D744
20243230,D745
20241114,D746
20243068,D747
20243099,D747
20242145,D748
20243062,D749
20244048,D750
20241112,D751
20243047,D752
20242198,D753
20243202,D754
20243202,D754
20244029,D755
20241185,D756
20241185,D756
20241185,D756
20241185,D756
20242153,D757
20243257,D758
20243149,D759
20242202,D760
20243245,D761
20244004,D762
20241123,D763
20242222,D764
20242248,D765
20241213,D766
20241213,D766
20241213,D766
20242220,D767
20242047,D768
20243270,D769
20241121,D770
20243016,D771
20241038,D772
20243200,D772
20243039,D773
20242246,D774
20242063,D775
20243180,D776
20241297,D777
20243059,D778
20242242,D779
20242091,D780
20243077,D781
20244038,D782
20243136,D783
20243211,D784
20241270,D785
20241225,D786
20241084,D787
20243050,D788
20243216,D789
20242190,D790
20243115,D791
20242116,D792
20241129,D793
20244076,D794
20243141,D795
20241095,D796
20242082,D797
20241090,D798
20241113,D799
20243258,D800
20244053,D801
20241064,D802
20243175,D803
20243183,D804
20241049,D805
20241242,D806
20241144,D807
20243262,D808
20241001,D809
20242231,D810
20241018,D811
20241105,D812
20241282,D813
20243204,D814
20243224,D815
20243179,D816
20241192,D817
20241026,D818
20241067,D819
20242001,D820
20243013,D821
20241191,D822
20241191,D822
20242031,D823
20241117,D824
20241117,D824
20246020,D825
20241012,D826
20242263,D827
20242038,D828
20246005,D829
20244030,D830
20242061,D831
20244036,D832
20242134,D833
20243060,D834
20242002,D835
20242002,D835
20243057,D836
20243166,D836
20242203,D837
20243196,D838
20241214,D838
20242083,D839
20241272,D840
20241104,D841
20243182,D842
20242180,D843
20242126,D844
20241023,D845
20241023,D845
20243065,D846
20243083,D847
20244070,D848
20243048,D849
20241280,D850
20242118,D851
20242118,D851
20241193,D852
20242150,D853
20241239,D854
20242111,D855
20243255,D856
20241033,D857
20241288,D858
20243012,D859
20241164,D860
20243250,D861
20242076,D862
20241099,D863
20243052,D864
20241015,D865
20243219,D866
20241184,D867
20241284,D868
20242218,D869
20241008,D870
20244075,D871
20242147,D872
20248010,D873
20234108,D874
20234099,D875
20233145,D876
20236026,D877
20233259,D878
20236028,D879
20231088,D880
20231088,D880
20231088,D880
20231189,D881
20232156,D882
20233100,D883
20231103,D883
20232192,D884
20232192,D884
20233056,D885
20231091,D886
20232211,D887
20231104,D888
20231155,D889
20232098,D890
20232128,D891
20233085,D892
20234027,D893
20232061,D894
20234033,D895
20232044,D896
20232250,D897
20233231,D898
20231020,D899
20231115,D900
20231038,D901
20231038,D901
20231108,D902
20231281,D903
20233078,D904
20231261,D905
20233258,D906
20233258,D906
20236009,D907
20232237,D908
20232188,D909
20233165,D910
20231098,D911
20234029,D912
20231102,D913
20231102,D913
20231198,D914
20231129,D915
20231231,D916
20233120,D917
20232196,D918
20234053,D919
20234053,D919
20232240,D920
20231095,D921
20232119,D922
20232243,D923
20234042,D924
20232067,D925
20234079,D926
20231023,D927
20233221,D928
20233081,D929
20231076,D930
20232045,D931
20236006,D932
20234061,D933
20232201,D934
20236025,D935
20233189,D936
20233111,D937
20232097,D938
20233036,D939
20231250,D940
20233228,D941
20234084,D942
20232009,D943
20231145,D944
20231056,D945
20232115,D946
20233012,D947
20232018,D948
20233200,D949
20233110,D950
20233154,D951
20231223,D952
20231223,D952
20231223,D952
20234067,D953
20231182,D954
20238004,D955
20231173,D956
20233155,D957
20233161,D958
20234020,D959
20231052,D960
20231296,D961
20231143,D962
20234021,D963
20231302,D964
20231285,D965
20231178,D966
20234031,D967
20237013,D968
20233136,D969
20233051,D969
20231229,D970
20231229,D970
20233176,D971
20234068,D972
20231044,D973
20231190,D974
20236012,D975
20233205,D976
20233074,D977
20233050,D978
20231045,D979
20231045,D979
20231205,D980
20234025,D981
20234025,D981
20231119,D982
20231272,D983
20233139,D984
20233043,D985
20231256,D986
20234018,D987
20231278,D988
20233008,D989
20234063,D990
20233069,D991
20234017,D992
20231029,D993
20231111,D994
20234034,D995
20231160,D996
20233224,D997
20231139,D998
20231303,D999
20231283,D1000
20231141,D1001
20231206,D1002
20233017,D1003
20231175,D1004
20233073,D1005
20233114,D1006
20231064,D1007
20233032,D1008
20233063,D1009
20231271,D1010
20234094,D1011
20231152,D1012
20231068,D1013
20233020,D1013
20233134,D1014
20233198,D1014
20233198,D1014
20231252,D1015
20231227,D1016
20231292,D1017
20232065,D1018
20232171,D1019
20232063,D1020
20232074,D1021
20231288,D1022
20232170,D1023
20231133,D1024
20231249,D1025
20231171,D1026
20233196,D1027
20233245,D1028
20231025,D1029
20231244,D1030
20232118,D1031
20231128,D1032
20232048,D1033
20236004,D1034
20232204,D1035
20231251,D1036
20231263,D1037
20231078,D1038
20233251,D1039
20234077,D1040
20236003,D1041
20233246,D1042
20232248,D1043
20237008,D1044
20232026,D1045
20233170,D1046
20233210,D1047
20233076,D1047
20233210,D1047
20233131,D1048
20233133,D1049
20232124,D1050
20232136,D1051
20233183,D1052
20232022,D1053
20231168,D1054
20232217,D1055
20236016,D1056
20231220,D1057
20233195,D1058
20231301,D1059
20233167,D1060
20233021,D1061
20231106,D1062
20231149,D1063
20231226,D1064
20236022,D1065
20232084,D1066
20232172,D1067
20237023,D1068
20237023,D1068
20232154,D1069
20234026,D1070
20232103,D1071
20232163,D1072
20231163,D1073
20231262,D1074
20231262,D1074
20231059,D1075
20236011,D1076
20234095,D1077
20234095,D1077
20234095,D1077
20232205,D1078
20234059,D1079
20234066,D1080
20232223,D1081
20231010,D1082
20231274,D1083
20231188,D1084
20231062,D1085
20233191,D1086
20234087,D1087
20232150,D1088
20233144,D1089
20233208,D1090
20233212,D1091
20234032,D1092
20232125,D1093
20231234,D1094
20233121,D1095
20232081,D1095
20233098,D1096
20233070,D1096
20233040,D1096
20236027,D1097
20232239,D1098
20231245,D1099
20231097,D1100
20232152,D1101
20231022,D1102
20231022,D1102
20231117,D1103
20231117,D1103
20231164,D1104
20231019,D1105
20233175,D1106
20233015,D1107
20231043,D1108
20234057,D1109
20234105,D1110
20233214,D1111
20234035,D1112
20231067,D1113
20231085,D1114
20231026,D1115
20233263,D1115
20237021,D1116
20231214,D1117
20232181,D1118
20231086,D1119
20232076,D1120
20233053,D1121
20233250,D1122
20233118,D1123
20231011,D1124
20232135,D1124
20233035,D1125
20237006,D1126
20237006,D1126
20233058,D1127
20233264,D1128
20232005,D1129
20234005,D1130
20231012,D1131
20231158,D1132
20231248,D1133
20234006,D1133
20233204,D1133
20233027,D1134
20232146,D1135
20233162,D1136
20232182,D1137
20232042,D1138
20231165,D1139
20233143,D1140
20231297,D1141
20232023,D1142
20233153,D1143
20232094,D1144
20231074,D1145
20233059,D1146
20233014,D1147
20232051,D1148
20232051,D1148
20231195,D1149
20231005,D1149
20232252,D1150
20234109,D1151
20231136,D1152
20234052,D1153
20234056,D1154
20232033,D1155
20232116,D1156
20232189,D1157
20233169,D1158
20233169,D1158
20232245,D1159
20231255,D1160
20231057,D1161
20233229,D1161
20231238,D1162
20234062,D1163
20234048,D1164
20232214,D1165
20231150,D1166
20231150,D1166
20233093,D1167
20231109,D1168
20233247,D1169
20232224,D1170
20232069,D1171
20232004,D1172
20233066,D1173
20231101,D1174
20232190,D1175
20233001,D1176
20232025,D1177
20231289,D1178
20233045,D1179
20231036,D1180
20233223,D1181
20231264,D1182
20233249,D1183
20232256,D1184
20231035,D1185
20231159,D1186
20232215,D1187
20232031,D1188
20231242,D1189
20231242,D1189
20231046,D1190
20231087,D1191
20236007,D1192
20231070,D1193
20231201,D1194
20233234,D1195
20233209,D1196
20233094,D1196
20231200,D1197
20232257,D1198
20231146,D1199
20231028,D1200
20233029,D1201
20233254,D1201
20233241,D1202
20231089,D1203
20233180,D1204
20233193,D1205
20232225,D1206
20231027,D1207
20231180,D1208
20231156,D1209
20231092,D1210
20231162,D1211
20236017,D1212
20233117,D1213
20233119,D1214
20233123,D1215
20234036,D1216
20232153,D1217
20233152,D1218
20232138,D1219
20234011,D1220
20233105,D1221
20232258,D1222
20233232,D1223
20231204,D1224
20234071,D1225
20231259,D1226
20232210,D1227
20232210,D1227
20232210,D1227
20232210,D1227
20233181,D1228
20232087,D1229
20237005,D1230
20232131,D1231
20232131,D1231
20233135,D1232
20231153,D1233
20236005,D1234
20232068,D1235
20232007,D1236
20233102,D1237
20233005,D1238
20231291,D1239
20234038,D1240
20232057,D1241
20233252,D1242
20233252,D1242
20233213,D1242
20232143,D1243
20234012,D1244
20231207,D1245
20233013,D1246
20231221,D1247
20233211,D1248
20231210,D1249
20233108,D1250
20231090,D1251
20232127,D1252
20232017,D1253
20233016,D1254
20233004,D1255
20233004,D1255
20233004,D1255
20231053,D1256
20234010,D1257
20233163,D1258
20233237,D1259
20233097,D1260
20231007,D1261
20231135,D1262
20233222,D1263
20234082,D1264
20233095,D1265
20231034,D1266
20232186,D1267
20237001,D1268
20231008,D1269
20233006,D1270
20231040,D1270
20231075,D1271
20233140,D1272
20233185,D1273
20232034,D1274
20232133,D1275
20232173,D1276
20234080,D1277
20234106,D1278
20233019,D1279
20232232,D1280
20233038,D1281
20232199,D1282
20232231,D1283
20231071,D1284
20231113,D1285
20232157,D1286
20234091,D1287
20233201,D1288
20231042,D1289
20231225,D1290
20231147,D1291
20234004,D1292
20238003,D1293
20231073,D1294
20234015,D1295
20231280,D1296
20231047,D1297
20231083,D1298
20232247,D1299
20232145,D1300
20233109,D1301
20234045,D1301
20232222,D1302
20231294,D1303
20231039,D1304
20231127,D1305
20231184,D1306
20232216,D1307
20233087,D1308
20233022,D1309
20232020,D1310
20236014,D1311
20232006,D1312
20233142,D1313
20231268,D1314
20231183,D1315
20231258,D1316
20232147,D1317
20234016,D1318
20233132,D1319
20233018,D1320
20233206,D1321
20232050,D1322
20231100,D1323
20234085,D1324
20231037,D1325
20231218,D1326
20233233,D1326
20233238,D1327
20232218,D1328
20231177,D1328
20233002,D1329
20232202,D1330
20231051,D1331
20231126,D1332
20233160,D1333
20233103,D1333
20232187,D1334
20232255,D1335
20231009,D1336
20233146,D1337
20232126,D1338
20231018,D1339
20233262,D1340
20231021,D1341
20232242,D1341
20233128,D1342
20232107,D1343
20234001,D1344
20237009,D1345
20236019,D1346
20231300,D1347
20232086,D1348
20233024,D1349
20232002,D1350
20231138,D1351
20233125,D1352
20232251,D1353
20233067,D1354
20233190,D1355
20233240,D1356
20233030,D1357
20232030,D1358
20233166,D1359
20232056,D1360
20233044,D1361
20231211,D1362
20232121,D1363
20231187,D1364
20236031,D1365
20232114,D1366
20233088,D1367
20237012,D1368
20233150,D1369
20231033,D1370
20231082,D1371
20231167,D1372
20233126,D1373
20231174,D1374
20231286,D1375
20232166,D1376
20231170,D1377
20231193,D1378
20233039,D1379
20231185,D1380
20233075,D1381
20232235,D1382
20236029,D1383
20231253,D1384
20233089,D1385
20231157,D1386
20231157,D1386
20231157,D1386
20231157,D1386
20231157,D1386
20231157,D1386
20231157,D1386
20231157,D1386
20231157,D1386
20231157,D1386
20232108,D1387
20231194,D1388
20233090,D1389
20233104,D1390
20236034,D1391
20231118,D1392
20234107,D1393
20232158,D1394
20233079,D1395
20232079,D1396
20231219,D1397
20231140,D1398
20231080,D1399
20231116,D1400
20234013,D1401
20233007,D1402
20232038,D1403
20231079,D1404
20231151,D1405
20232035,D1406
20231243,D1407
20233065,D1408
20233203,D1409
20233148,D1410
20234089,D1411
20233172,D1412
20231260,D1413
20233256,D1414
20234102,D1415
20234102,D1415
20231236,D1416
20233186,D1417
20231228,D1418
20232209,D1419
20234044,D1420
20233072,D1421
20231122,D1422
20233179,D1423
20233192,D1424
20232052,D1425
20234078,D1426
20232260,D1427
20233112,D1428
20233083,D1429
20233197,D1429
20232080,D1430
20231084,D1431
20233199,D1432
20234022,D1433
20233113,D1434
20231273,D1435
20236032,D1436
20233137,D1437
20232085,D1438
20232085,D1438
20231266,D1439
20233151,D1440
20233116,D1441
20233116,D1441
20231295,D1442
20233127,D1443
20231024,D1444
20231279,D1445
20233011,D1446
20234086,D1447
20234058,D1448
20231061,D1449
20231016,D1450
20236010,D1451
20233130,D1452
20236024,D1453
20234055,D1454
20233173,D1455
20233071,D1455
20231241,D1456
20233054,D1456
20231048,D1456
20232180,D1457
20231284,D1458
20231222,D1459
20233235,D1460
20233243,D1461
20232102,D1462
20233062,D1463
20233242,D1464
20234051,D1465
20233034,D1466
20231247,D1467
20231247,D1467
20231072,D1468
20231125,D1469
20231032,D1470
20231032,D1470
20231032,D1470
20231032,D1470
20236008,D1471
20231293,D1472
20231065,D1473
20234002,D1474
20231063,D1475
20233226,D1476
20234088,D1477
20233106,D1478
20231191,D1479
20233215,D1480
20231137,D1481
20232208,D1482
20231176,D1483
20231217,D1484
20232207,D1485
20231298,D1486
20232043,D1487
20232238,D1488
20233026,D1489
20237007,D1490
20231142,D1491
20231290,D1492
20231154,D1493
20231002,D1494
20231015,D1495
20233033,D1495
20234101,D1496
20233046,D1497
20236018,D1498
20231004,D1499
20231066,D1500
20232129,D1501
20232129,D1501
20232228,D1502
20233107,D1503
20233141,D1503
20233141,D1503
20233141,D1503
20234070,D1504
20231124,D1505
20233009,D1506
20233091,D1507
20231081,D1508
20231131,D1509
20233086,D1510
20232032,D1511
20232032,D1511
20232032,D1511
20232032,D1511
20232032,D1511
20231203,D1512
20231148,D1513
20233248,D1514
20231050,D1515
20232159,D1516
20232029,D1517
20233230,D1518
20234104,D1519
20231192,D1520
20234098,D1521
20231132,D1522
20231132,D1522
20231132,D1522
20231132,D1522
20233042,D1523
20231224,D1524
20231003,D1525
20233064,D1526
20231254,D1527
20233060,D1528
20233061,D1529
20233115,D1530
20233260,D1531
20233227,D1531
20231230,D1532
20236020,D1533
20234019,D1534
20234096,D1535
20231232,D1536
20234064,D1537
20232117,D1538
20231054,D1539
20233049,D1540
20234093,D1541
20231287,D1542
20231299,D1543
20233244,D1544
20231179,D1545
20231267,D1546
20231265,D1547
20233084,D1548
20231269,D1549
20231269,D1549
20231269,D1549
20233025,D1550
20234037,D1551
20234037,D1551
20234030,D1552
20231144,D1553
20233207,D1554
20234060,D1555
20233099,D1556
20232014,D1557
20231216,D1558
20234069,D1559
20231172,D1560
20233177,D1561
20232064,D1562
20232064,D1562
20231120,D1563
20231030,D1564
20233257,D1565
20233057,D1566
20233178,D1567
20231233,D1568
20231233,D1568
20231233,D1568
20234008,D1569
20232175,D1570
20232197,D1571
20231186,D1572
20232212,D1573
20231235,D1574
20233219,D1575
20232151,D1576
20233010,D1577
20231058,D1578
20236015,D1579
20232070,D1580
20234054,D1581
20237002,D1582
20232206,D1583
20232206,D1583
20234090,D1584
20231049,D1585
20232220,D1586
20231134,D1587
20234041,D1588
20233217,D1589
20231239,D1590
20231202,D1591
20234009,D1592
20233194,D1593
20233187,D1593
20231105,D1594
20232134,D1595
20231077,D1596
20231031,D1597
20234065,D1598
20232091,D1599
20236023,D1600
20234024,D1601
20234024,D1601
20232010,D1602
20233077,D1603
20231094,D1604
20231055,D1605
20231270,D1605
20231246,D1606
20231275,D1607
20237020,D1608
20234100,D1609
20234073,D1610
20233220,D1611
20236002,D1612
20231110,D1613
20233028,D1614
20234074,D1614
20233168,D1615
20234047,D1615
20233171,D1616
20233055,D1617
20232109,D1618
20234049,D1619
20231114,D1620
20231093,D1621
20234050,D1622
20231130,D1623
20231130,D1623
20233261,D1624
20233218,D1625
20231257,D1626
20233159,D1627
20231112,D1627
20233096,D1628
20231121,D1629
20232011,D1630
20231237,D1631
20231096,D1632
20233202,D1633
20231017,D1634
20231017,D1634
20232229,D1635
20233216,D1636
20231169,D1637
20231181,D1638
20231215,D1639
20231199,D1640
20236030,D1641
20234092,D1642
20231212,D1643
20234040,D1644
20231208,D1645
20231069,D1646
20232149,D1647
20233082,D1648
20232140,D1649
20232167,D1650
20232075,D1651
20234028,D1652
20231276,D1653
20234072,D1654
20234075,D1655
20232053,D1656
20233037,D1657
20233048,D1658
20234014,D1659
20232055,D1660
20232148,D1661
20232060,D1662
20232060,D1662
20232162,D1663
20232100,D1664
20232233,D1665
20236033,D1666
20232105,D1667
20232013,D1668
20233225,D1669
20232221,D1670
20233147,D1671
20234076,D1672
20232176,D1673
