crash_id,date_id
20231006,D1674
20233023,D1675
20233182,D1675
20232132,D1676
20232160,D1677
20232036,D1678
20233041,D1679
20232179,D1680
20232041,D1681
20232041,D1681
20232253,D1682
20233080,D1683
20231197,D1684
20233124,D1685
20233236,D1685
20231213,D1686
20234081,D1687
20231041,D1688
20233101,D1689
20232155,D1690
20231282,D1691
20234103,D1692
20234097,D1693
20232003,D1694
20231196,D1695
20232078,D1696
20233149,D1697
20233149,D1697
20232164,D1698
20231001,D1699
20231060,D1700
20233188,D1701
20233129,D1702
20232161,D1703
20233003,D1704
20231166,D1705
20232234,D1706
20236001,D1707
20231277,D1708
20234039,D1709
20233047,D1710
20234043,D1711
20231014,D1712
20233031,D1713
20233164,D1714
20234003,D1715
20237004,D1716
20234023,D1717
20232039,D1718
20232092,D1719
20233239,D1720
20233158,D1721
20232008,D1722
20232139,D1723
20231013,D1724
20231123,D1725
20231123,D1725
20232019,D1726
20236021,D1727
20238002,D1728
20232122,D1729
20232122,D1729
20232111,D1730
20234007,D1731
20231240,D1732
20231099,D1733
20231161,D1733
20231099,D1733
20232259,D1734
20233174,D1735
20233174,D1735
20233174,D1735
20232101,D1736
20232120,D1737
20236013,D1738
20233253,D1739
20231209,D1740
20231107,D1741
20234083,D1742
20234083,D1742
20234046,D1743
20233092,D1744
20232082,D1744
20232177,D1745
20232177,D1745
20232177,D1745
20232177,D1745
20233255,D1746
20232142,D1747
20221099,D1748
20221136,D1749
20221056,D1750
20221035,D1751
20221187,D1752
20221203,D1753
20223053,D1754
20223053,D1754
20223053,D1754
20221170,D1755
20221220,D1756
20221184,D1757
20224015,D1758
20221079,D1759
20221252,D1760
20221252,D1760
20224050,D1761
20223141,D1762
20223045,D1763
20223045,D1763
20221135,D1764
20223271,D1765
20223271,D1765
20223108,D1765
20221109,D1766
20223173,D1767
20223123,D1768
20226027,D1769
20223253,D1770
20223174,D1771
20224019,D1772
20223023,D1773
20227028,D1774
20221166,D1775
20223107,D1776
20223239,D1777
20223148,D1778
20221143,D1779
20221248,D1780
20221194,D1781
20223046,D1782
20223093,D1782
20221112,D1783
20223058,D1784
20221012,D1785
20221015,D1786
20223201,D1787
20221202,D1788
20221061,D1789
20224062,D1790
20224062,D1790
20224062,D1790
20221047,D1791
20221009,D1792
20223090,D1793
20221150,D1794
20223163,D1795
20223199,D1795
20223163,D1795
20221082,D1796
20223181,D1797
20224055,D1798
20223206,D1799
20224032,D1800
20222052,D1801
20221262,D1802
20222106,D1803
20226038,D1804
20223272,D1805
20222098,D1806
20224002,D1807
20221087,D1808
20222108,D1809
20223062,D1810
20224013,D1811
20222182,D1812
20223051,D1813
20221233,D1814
20221105,D1815
20226040,D1816
20221078,D1817
20223219,D1818
20222012,D1819
20223091,D1820
20222013,D1821
20222016,D1822
20223074,D1823
20223071,D1823
20223071,D1823
20221013,D1824
20221086,D1825
20223099,D1826
20223158,D1827
20221189,D1828
20223078,D1829
20226034,D1830
20221103,D1831
20222004,D1832
20224054,D1833
20223150,D1834
20221181,D1835
20221215,D1836
20223113,D1837
20223018,D1838
20223223,D1838
20221040,D1839
20222023,D1840
20221042,D1841
20223010,D1842
20223012,D1843
20222220,D1844
20221031,D1845
20222015,D1846
20223028,D1847
20222196,D1848
20221081,D1849
20221188,D1850
20221173,D1851
20221131,D1852
20222159,D1853
20223052,D1854
20223052,D1854
20223138,D1855
20222031,D1856
20223064,D1857
20222121,D1858
20227002,D1859
20223198,D1860
20223101,D1861
20223101,D1861
20221110,D1862
20222177,D1863
20221116,D1864
20226041,D1865
20221161,D1866
20224037,D1867
20222036,D1868
20221011,D1869
20223065,D1870
20221205,D1871
20224025,D1872
20223029,D1873
20223220,D1874
20222051,D1875
20221074,D1876
20223131,D1877
20222157,D1878
20226044,D1879
20226044,D1879
20227017,D1880
20223248,D1881
20223044,D1882
20227040,D1883
20222163,D1884
20222217,D1885
20223024,D1886
20221175,D1887
20222207,D1888
20224012,D1889
20221052,D1890
20222178,D1891
20221191,D1892
20221051,D1893
20221051,D1893
20223050,D1894
20221234,D1895
20222068,D1896
20226023,D1897
20221002,D1898
20222126,D1899
20222102,D1900
20221176,D1901
20226011,D1902
20221037,D1903
20222139,D1904
20228002,D1905
20222211,D1906
20221077,D1907
20223059,D1908
20223129,D1908
20228009,D1909
20228009,D1909
20223252,D1910
20224044,D1911
20222032,D1912
20223146,D1913
20221102,D1913
20228007,D1914
20228007,D1914
20228007,D1914
20221245,D1915
20221240,D1916
20223055,D1917
20223258,D1918
20223164,D1919
20221199,D1920
20221016,D1921
20222205,D1922
20222103,D1923
20223152,D1924
20224065,D1925
20221080,D1926
20221008,D1927
20222142,D1928
20222019,D1929
20223246,D1930
20223135,D1931
20222180,D1932
20221017,D1933
20223166,D1934
20222111,D1935
20222135,D1936
20221152,D1937
20223162,D1938
20221225,D1939
20226005,D1940
20223208,D1941
20221230,D1942
20226007,D1943
20223005,D1944
20223003,D1945
20221132,D1946
20221094,D1947
20221094,D1947
20222021,D1948
20223209,D1949
20221195,D1950
20221026,D1951
20221192,D1952
20222073,D1953
20221163,D1954
20223016,D1955
20222204,D1956
20224007,D1957
20223249,D1958
20226006,D1959
20221126,D1960
20221107,D1961
20223226,D1962
20223002,D1963
20222191,D1964
20221097,D1965
20223214,D1966
20222040,D1967
20223075,D1968
20223073,D1969
20221210,D1970
20221210,D1970
20222037,D1971
20224061,D1972
20222184,D1973
20223139,D1974
20221180,D1975
20224041,D1976
20222190,D1977
20222101,D1978
20227025,D1979
20221067,D1980
20223034,D1981
20222006,D1982
20221190,D1983
20222104,D1984
20221106,D1984
20223068,D1985
20221250,D1986
20221141,D1987
20226026,D1988
20221162,D1989
20222120,D1990
20223217,D1991
20222014,D1992
20222109,D1993
20222166,D1994
20222131,D1995
20223154,D1995
20222225,D1996
20221174,D1997
20224036,D1998
20223031,D1999
20223221,D2000
20221140,D2001
20222169,D2002
20221237,D2003
20221060,D2004
20222090,D2005
20222176,D2006
20222214,D2007
20221243,D2008
20222208,D2009
20223118,D2009
20222172,D2010
20221127,D2011
20222183,D2012
20223153,D2013
20221244,D2014
20221244,D2014
20221244,D2014
20221244,D2014
20221244,D2014
20221133,D2015
20224026,D2016
20222199,D2017
20224038,D2018
20224051,D2019
20223228,D2020
20221025,D2021
20223025,D2022
20223147,D2023
20223039,D2024
20222192,D2025
20222215,D2026
20223061,D2026
20223170,D2027
20223170,D2027
20221054,D2028
20221096,D2029
20221235,D2030
20222047,D2031
20221010,D2032
20222195,D2033
20222195,D2033
20223117,D2034
20222233,D2035
20223121,D2036
20222119,D2037
20228003,D2038
20227018,D2039
20227018,D2039
20221217,D2040
20221089,D2041
20226042,D2042
20223042,D2043
20227038,D2044
20223114,D2045
20224053,D2046
20222231,D2047
20223264,D2048
20226016,D2049
20226016,D2049
20226016,D2049
20222164,D2050
20221118,D2051
20223086,D2052
20224043,D2053
20223265,D2054
20223180,D2055
20221168,D2056
20223100,D2057
20221239,D2058
20221092,D2059
20223202,D2060
20222005,D2061
20224008,D2062
20223241,D2063
20227009,D2064
20222071,D2065
20227031,D2066
20223097,D2067
20224056,D2068
20221232,D2069
20222224,D2070
20224057,D2071
20221256,D2072
20223238,D2073
20222003,D2074
20227037,D2075
20227012,D2076
20223256,D2077
20222140,D2078
20221055,D2079
20222152,D2080
20221098,D2080
20223076,D2081
20222044,D2082
20222216,D2083
20223171,D2083
20223015,D2084
20223191,D2085
20223115,D2086
20223004,D2087
20222232,D2088
20223218,D2089
20222197,D2090
20221255,D2091
20222029,D2092
20223125,D2093
20223222,D2094
20223203,D2095
20223111,D2096
20221212,D2097
20224066,D2098
20222223,D2099
20226015,D2100
20223008,D2101
20222181,D2102
20227001,D2103
20227001,D2103
20224058,D2104
20222028,D2105
20222010,D2106
20227023,D2107
20222151,D2108
20221249,D2109
20224033,D2110
20223098,D2111
20223188,D2112
20222105,D2113
20221149,D2114
20222024,D2115
20221197,D2116
20224060,D2117
20223186,D2118
20222154,D2119
20221073,D2120
20226019,D2121
20222236,D2122
20221153,D2123
20222089,D2124
20222067,D2125
20223102,D2126
20223032,D2127
20223037,D2128
20223177,D2129
20221071,D2130
20223143,D2131
20227016,D2132
20221151,D2133
20223234,D2134
20222221,D2135
20222133,D2136
20221006,D2137
20223038,D2138
20223095,D2138
20223254,D2139
20226004,D2140
20223085,D2141
20222008,D2142
20224040,D2143
20222143,D2144
20222123,D2145
20222132,D2146
20223120,D2147
20223103,D2148
20221129,D2149
20222064,D2150
20222054,D2151
20221120,D2152
20222011,D2153
20221213,D2154
20226003,D2155
20223157,D2156
20222033,D2157
20221070,D2158
20223082,D2159
20223105,D2159
20222091,D2160
20221122,D2161
20221219,D2162
20227022,D2163
20222141,D2164
20222187,D2165
20226030,D2166
20223247,D2166
20223259,D2167
20223204,D2168
20221053,D2168
20222124,D2169
20227021,D2170
20223178,D2171
20223026,D2171
20222112,D2172
20224067,D2173
20223080,D2174
20227013,D2175
20221209,D2176
20221123,D2177
20221043,D2178
20222156,D2179
20221258,D2180
20223013,D2181
20228008,D2182
20222209,D2183
20222059,D2184
20224068,D2185
20224024,D2186
20221257,D2187
20221058,D2188
20223049,D2189
20227029,D2190
20222149,D2191
20222094,D2192
20222035,D2193
20222226,D2194
20223172,D2195
20222128,D2196
20222218,D2197
20222060,D2198
20223011,D2199
20223014,D2199
20221177,D2200
20221004,D2201
20223033,D2202
20221059,D2203
20223216,D2204
20224020,D2205
20222001,D2206
20222018,D2207
20223193,D2208
20222077,D2209
20223156,D2210
20221039,D2211
20221003,D2212
20223262,D2213
20226037,D2214
20226037,D2214
20227014,D2215
20224035,D2216
20222229,D2217
20223063,D2218
20223063,D2218
20221030,D2219
20221030,D2219
20222092,D2220
20223212,D2221
20221085,D2222
20221085,D2222
20221085,D2222
20223179,D2223
20223242,D2224
20223136,D2225
20227039,D2226
20222115,D2227
20221091,D2228
20226043,D2229
20223087,D2230
20223048,D2230
20223155,D2231
20223155,D2231
20228013,D2232
20223057,D2233
20226002,D2234
20223119,D2235
20222158,D2236
20222043,D2237
20221171,D2238
20226021,D2239
20221155,D2240
20222055,D2241
20223096,D2242
20223270,D2243
20221028,D2244
20227011,D2245
20223261,D2246
20228014,D2247
20223183,D2248
20224009,D2249
20222075,D2250
20223185,D2251
20223054,D2252
20223269,D2252
20221178,D2253
20222202,D2254
20228015,D2255
20223168,D2256
20221065,D2257
20223110,D2258
20223088,D2259
20223043,D2259
20223197,D2260
20223197,D2260
20223236,D2261
20221227,D2262
20221100,D2263
20223134,D2264
20224028,D2265
20224028,D2265
20221221,D2266
20221090,D2267
20222009,D2268
20223006,D2269
20223235,D2269
20221050,D2270
20223273,D2271
20223190,D2272
20223243,D2273
20222078,D2274
20221263,D2275
20223237,D2276
20226020,D2277
20221211,D2278
20222074,D2279
20226012,D2280
20221222,D2281
20228005,D2282
20222096,D2283
20223224,D2284
20221144,D2285
20221146,D2286
20223083,D2287
20226010,D2288
20226010,D2288
20223104,D2289
20222025,D2290
20224047,D2291
20227032,D2292
20223149,D2293
20223192,D2294
20223106,D2295
20224011,D2296
20221114,D2297
20221236,D2298
20221029,D2299
20224023,D2300
20224046,D2301
20222189,D2302
20221125,D2303
20222099,D2304
20221095,D2305
20227015,D2306
20223040,D2307
20221147,D2308
20227008,D2309
20228012,D2310
20221201,D2311
20221062,D2312
20223020,D2313
20222076,D2314
20224064,D2315
20222238,D2316
20224059,D2317
20221164,D2318
20222170,D2319
20222170,D2319
20221108,D2320
20222144,D2321
20222038,D2322
20226029,D2323
20221046,D2324
20223266,D2325
20223266,D2325
20221196,D2326
20226031,D2327
20222072,D2328
20221226,D2329
20223035,D2330
20221124,D2331
20221027,D2332
20221261,D2333
20221113,D2334
20223196,D2335
20221185,D2336
20221044,D2337
20226001,D2338
20224001,D2339
20221231,D2340
20222084,D2341
20221128,D2342
20227024,D2343
20222066,D2344
20221018,D2345
20227026,D2346
20228010,D2347
20223167,D2348
20222042,D2349
20222034,D2350
20226036,D2351
20223145,D2352
20223036,D2353
20223036,D2353
20224049,D2354
20222147,D2355
20223151,D2356
20223109,D2356
20221001,D2357
20221001,D2357
20224016,D2358
20221200,D2359
20221200,D2359
20222227,D2360
20221208,D2361
20223056,D2362
20223056,D2362
20226039,D2363
20226008,D2364
20226017,D2365
20221111,D2366
20224018,D2367
20227036,D2368
20222200,D2369
20224045,D2370
20222230,D2371
20222173,D2372
20224004,D2373
20221253,D2374
20222093,D2375
20221238,D2376
20221093,D2377
20222058,D2378
20221157,D2379
20223260,D2380
20223260,D2380
20223260,D2380
20223260,D2380
20224006,D2381
20222175,D2382
20226018,D2383
20221072,D2384
20221076,D2385
20221251,D2386
20224021,D2387
20221148,D2388
20222080,D2389
20222114,D2390
20223127,D2391
20226009,D2392
20226009,D2392
20222145,D2393
20222049,D2394
20221193,D2395
20223072,D2396
20223169,D2397
20221049,D2398
20223225,D2399
20224003,D2400
20221064,D2401
20223159,D2402
20222185,D2403
20223060,D2404
20227007,D2405
20222081,D2406
20222138,D2407
20223240,D2408
20221084,D2409
20221121,D2410
20227033,D2411
20224042,D2412
20227020,D2413
20221145,D2414
20221066,D2415
20221139,D2416
20223094,D2417
20221242,D2418
20222027,D2419
20221223,D2420
20223160,D2421
20224014,D2422
20223017,D2423
20223132,D2424
20221101,D2425
20221101,D2425
20222026,D2426
20223245,D2427
20223200,D2428
20221019,D2429
20221019,D2429
20224034,D2430
20222122,D2431
20223215,D2432
20223122,D2433
20221182,D2434
20222061,D2435
20221247,D2436
20221033,D2437
20223189,D2438
20226035,D2439
20221169,D2440
20221207,D2441
20223250,D2441
20226014,D2442
20223232,D2443
20221088,D2444
20221165,D2445
20222234,D2446
20221204,D2447
20222134,D2448
20226013,D2449
20223175,D2450
20223263,D2451
20222020,D2452
20223001,D2453
20221119,D2454
20221138,D2455
20223205,D2456
20221063,D2457
20227004,D2458
20223112,D2459
20222161,D2460
20222235,D2461
20222150,D2462
20223066,D2463
20223069,D2464
20223137,D2465
20223194,D2466
20223268,D2467
20223124,D2468
20221036,D2469
20223084,D2470
20221172,D2471
20222048,D2472
20221134,D2473
20223251,D2474
20222113,D2475
20222017,D2476
20221069,D2477
20223213,D2478
20222070,D2479
20223229,D2480
20223187,D2480
20222130,D2481
20221023,D2482
20221038,D2483
20227030,D2484
20227030,D2484
20227030,D2484
20227030,D2484
20221083,D2485
20221083,D2485
20224031,D2486
20222213,D2487
20221206,D2488
20227010,D2489
20224027,D2490
20223130,D2491
20222083,D2492
20223126,D2493
20223144,D2494
20221032,D2495
20221156,D2496
20224029,D2497
20224063,D2498
20223027,D2499
20224022,D2500
20221130,D2501
20222082,D2502
20222097,D2503
20223244,D2504
20221260,D2505
20221167,D2506
20222228,D2507
20221005,D2508
20223255,D2509
20223079,D2510
20222188,D2511
20228011,D2512
20226025,D2513
20223207,D2514
20222086,D2515
20221045,D2516
20223007,D2517
20226032,D2518
20221117,D2519
20222107,D2520
20221104,D2521
20221218,D2522
20224052,D2523
20223182,D2524
20222155,D2525
20226028,D2526
20222045,D2527
20223161,D2528
20223161,D2528
20224039,D2529
20221142,D2530
20223231,D2531
20222146,D2532
20222039,D2533
20221160,D2534
20221137,D2535
20223227,D2536
20221022,D2537
20227035,D2538
20223009,D2539
20223165,D2540
20223019,D2541
20222201,D2542
20222050,D2543
20223081,D2544
20223081,D2544
20223210,D2545
20223116,D2546
20221041,D2547
20222088,D2548
20224010,D2549
20221216,D2550
20223267,D2551
20223030,D2552
20221007,D2553
20223176,D2554
20223176,D2554
20221246,D2555
20223022,D2556
20223230,D2557
20221021,D2558
20222087,D2559
20223184,D2560
20224030,D2561
20222179,D2562
20222118,D2563
20224005,D2564
20221048,D2565
20223140,D2566
20223092,D2567
20221014,D2568
20221057,D2569
20222116,D2570
20223047,D2571
20222056,D2572
20222203,D2573
20223257,D2574
20223128,D2575
20222160,D2576
20222053,D2577
20221183,D2578
20222110,D2579
20221224,D2580
20221259,D2581
20221228,D2582
20221198,D2583
20223195,D2584
20221034,D2585
20221115,D2586
20223211,D2587
20223211,D2587
20221075,D2588
20223089,D2589
20222162,D2590
20222065,D2591
20221159,D2592
20222046,D2593
20221068,D2594
20222174,D2595
20223041,D2596
20226022,D2597
20221020,D2598
20223133,D2599
20222062,D2600
20221254,D2601
20221254,D2601
20222007,D2602
20223233,D2603
20221241,D2604
20227006,D2605
20222212,D2606
20221229,D2607
20226033,D2608
20222041,D2609
20221186,D2610
20227034,D2611
20224048,D2612
20221214,D2613
20223142,D2614
20222100,D2615
20223021,D2616
20221158,D2617
20222117,D2618
20221154,D2619
20227019,D2620
20221024,D2621
20221024,D2621
20222186,D2622
20224017,D2623
20222219,D2624
20228001,D2625
20222125,D2626
20226024,D2627
20213216,D2628
20212172,D2629
20215133,D2630
20213127,D2630
20212142,D2631
20212161,D2632
20211232,D2633
20212205,D2634
20211018,D2635
20212026,D2636
20217020,D2637
20216011,D2638
20212157,D2639
20213119,D2640
20212051,D2641
20211130,D2642
20217003,D2643
20213226,D2644
20217003,D2643
20217025,D2645
20213164,D2646
20211254,D2647
20212108,D2648
20212108,D2648
20213187,D2649
20212145,D2650
20214071,D2651
20211225,D2652
20211166,D2653
20211178,D2654
20214004,D2655
20211200,D2656
20215156,D2657
20211155,D2658
20211170,D2659
20215047,D2660
20212198,D2661
20212013,D2662
20214049,D2663
20213006,D2664
20211017,D2665
20214075,D2666
20213162,D2667
20217007,D2668
20211124,D2669
20215063,D2670
20211075,D2671
20211174,D2672
20211229,D2673
20213008,D2674
20213150,D2675
20211133,D2676
20211042,D2677
20212133,D2678
20212194,D2679
20212196,D2680
20213195,D2681
20212129,D2682
20215152,D2683
20215013,D2684
20215078,D2685
20216018,D2686
20211250,D2687
20216010,D2688
20211039,D2689
20211131,D2690
20214022,D2691
20211246,D2692
20214015,D2693
20211031,D2694
20212030,D2695
20212067,D2696
20212067,D2696
20211081,D2697
20211181,D2697
20215057,D2698
20214074,D2699
20215150,D2700
20213228,D2701
20211027,D2702
20211087,D2703
20211086,D2704
20211242,D2705
20215054,D2706
20215144,D2707
20211147,D2708
20211194,D2709
20213247,D2710
20211146,D2711
20212029,D2712
20213206,D2713
20216016,D2714
20211164,D2715
20211009,D2716
20212162,D2717
20213242,D2718
20212075,D2719
20213086,D2720
20211235,D2721
20211025,D2722
20213175,D2723
20212078,D2724
20211058,D2725
20212153,D2726
20211167,D2727
20212167,D2728
20211215,D2729
20213154,D2730
20211205,D2731
20215151,D2732
20215066,D2733
20212113,D2734
20214077,D2735
20211013,D2736
20211103,D2737
20211085,D2738
20213026,D2739
20217018,D2740
20213052,D2741
20213031,D2741
20213153,D2742
20214027,D2743
20215076,D2744
20215076,D2744
20216032,D2745
20214020,D2746
20211097,D2747
20212061,D2748
20213071,D2749
20212176,D2750
20212136,D2751
20212136,D2751
20214084,D2752
20215105,D2753
20214056,D2754
20211024,D2755
20212201,D2756
20212201,D2756
20213166,D2757
20215106,D2758
20212057,D2759
20211201,D2760
20212160,D2761
20211140,D2762
20211041,D2763
20212034,D2764
20212010,D2765
20214036,D2766
20213163,D2767
20211101,D2768
20211251,D2769
20213143,D2770
20213143,D2770
20213143,D2770
20212209,D2771
20212135,D2772
20211168,D2773
20214050,D2774
20212011,D2775
20212185,D2776
20213088,D2777
20211245,D2778
20214039,D2779
20214039,D2779
20213137,D2780
20213137,D2780
20212137,D2781
20215141,D2782
20213214,D2783
20211127,D2784
20213134,D2785
20211183,D2786
20213027,D2787
20212155,D2788
20213067,D2789
20211213,D2790
20212016,D2791
20215018,D2792
20215149,D2793
20213190,D2794
20212024,D2795
20215024,D2796
20216027,D2797
20215095,D2798
20215095,D2798
20213149,D2799
20212143,D2800
20214058,D2801
20211185,D2802
20211159,D2803
20213140,D2804
20212156,D2805
20212156,D2805
20215001,D2806
20215114,D2807
20212097,D2808
20212028,D2809
20215067,D2810
20212087,D2811
20213227,D2812
20213227,D2812
20213174,D2813
20213136,D2814
20211202,D2815
20213197,D2816
20211189,D2817
20213106,D2818
20211100,D2819
20211093,D2820
20213032,D2821
20213032,D2821
20214003,D2822
20211021,D2823
20211161,D2824
20211256,D2825
20215065,D2826
20213070,D2827
20213132,D2828
20212056,D2829
20217014,D2830
20213046,D2830
20214037,D2831
20211135,D2832
20211234,D2833
20213170,D2834
20214061,D2835
20213235,D2836
20213212,D2836
20214023,D2837
20211151,D2838
20212060,D2839
20211089,D2840
20215041,D2841
20213123,D2842
20211145,D2843
20216009,D2844
20211078,D2845
20211207,D2845
20211059,D2846
20211059,D2846
20212154,D2847
20215020,D2848
20212019,D2849
20213144,D2850
20213199,D2851
20212186,D2852
20213082,D2853
20211006,D2854
20213003,D2855
20213003,D2855
20213141,D2856
20214030,D2857
20214054,D2858
20215125,D2859
20213230,D2860
20212179,D2861
20215157,D2862
20211077,D2863
20212049,D2864
20213135,D2865
20213135,D2865
20213135,D2865
20214062,D2866
20213112,D2867
20211199,D2868
20212092,D2869
20211152,D2870
20212036,D2871
20213093,D2872
20213151,D2873
20213057,D2873
20215059,D2874
20211212,D2875
20211106,D2876
20211184,D2877
20215154,D2878
20213183,D2879
20217012,D2880
20211063,D2881
20217009,D2882
20213177,D2883
20213101,D2884
20212095,D2885
20213185,D2886
20214091,D2887
20214081,D2888
20212128,D2889
20215102,D2890
20212098,D2891
20212098,D2891
20214059,D2892
20211177,D2893
20214001,D2894
20212119,D2895
20215127,D2896
20213002,D2897
20216013,D2898
20213087,D2899
20213030,D2900
20212021,D2901
20211116,D2902
20211076,D2903
20211136,D2904
20212008,D2905
20215077,D2906
20213129,D2907
20212066,D2908
20214047,D2909
20211191,D2910
20215044,D2911
20212106,D2912
20212134,D2913
20212053,D2914
20217008,D2915
20212111,D2916
20211011,D2917
20213068,D2918
20213157,D2919
20212012,D2920
20211203,D2921
20215140,D2922
20213090,D2923
20212072,D2924
20215088,D2925
20215155,D2926
20215147,D2927
20213155,D2928
20215055,D2929
20211020,D2930
20213130,D2931
20215121,D2932
20216022,D2933
20215014,D2934
20212090,D2935
20211030,D2936
20215040,D2937
20213188,D2937
20212159,D2938
20212159,D2938
20212159,D2938
20212159,D2938
20214013,D2939
20215142,D2940
20215142,D2940
20211154,D2941
20215132,D2942
20212077,D2943
20212077,D2943
20216014,D2944
20211094,D2945
20212146,D2946
20211015,D2947
20211015,D2947
20211015,D2947
20211108,D2948
20213165,D2949
20214086,D2950
20214079,D2951
20214010,D2952
20215128,D2953
20213062,D2954
20215089,D2955
20211055,D2956
20213128,D2957
20213128,D2957
20213128,D2957
20213128,D2957
20211048,D2958
20211048,D2958
20213210,D2959
20212055,D2960
20212055,D2960
20212055,D2960
20212151,D2961
20213084,D2962
20215028,D2963
20216031,D2964
20216031,D2964
20217010,D2965
20211237,D2965
20211197,D2966
20215002,D2967
20211160,D2968
20215022,D2969
20213113,D2970
20213133,D2971
20213232,D2971
20215030,D2972
20212175,D2973
20213096,D2974
20213096,D2974
20211029,D2975
20211029,D2975
20213085,D2976
20213040,D2976
20213126,D2977
20213222,D2977
20211244,D2978
20215038,D2979
20213217,D2980
20213066,D2981
20211172,D2982
20211125,D2983
20217006,D2984
20216020,D2985
20215049,D2986
20213058,D2987
20212058,D2988
20212058,D2988
20216025,D2989
20215145,D2990
20213218,D2990
20214017,D2991
20212023,D2992
20212014,D2993
20213028,D2994
20213023,D2994
20212171,D2995
20211118,D2996
20213248,D2997
20214070,D2998
20214070,D2998
20212076,D2999
20212076,D2999
20213024,D3000
20217023,D3001
20213142,D3002
20213139,D3003
20212071,D3004
20211220,D3005
20211236,D3006
20216033,D3007
20214028,D3008
20212118,D3009
20211057,D3010
20213196,D3011
20212074,D3012
20211126,D3013
20211045,D3014
20215110,D3015
20212210,D3016
20215015,D3017
20216029,D3018
20211113,D3019
20213192,D3020
20213118,D3020
20213019,D3021
20212124,D3022
20213012,D3023
20212187,D3024
20212044,D3025
20212109,D3026
20215007,D3027
20213016,D3028
20213016,D3028
20213016,D3028
20211249,D3029
20212005,D3030
20211088,D3031
20215123,D3032
20213010,D3033
20213010,D3033
20214066,D3033
20213120,D3034
20212088,D3035
20215091,D3036
20215153,D3037
20214078,D3038
20216024,D3039
20216024,D3039
20213073,D3040
20211148,D3041
20213103,D3042
20212180,D3043
20216028,D3044
20215139,D3045
20213231,D3046
20213237,D3046
20211260,D3047
20217015,D3048
20211049,D3049
20215082,D3050
20214012,D3051
20215131,D3052
20212050,D3053
20213238,D3054
20212079,D3055
20214016,D3056
20211026,D3057
20215005,D3058
20212096,D3059
20213078,D3060
20213004,D3061
20213097,D3062
20212189,D3063
20212189,D3063
20211050,D3064
20212052,D3065
20217024,D3066
20213039,D3067
20213107,D3067
20216006,D3068
20216006,D3068
20215046,D3069
20211068,D3070
20212147,D3071
20217016,D3072
20213080,D3073
20213080,D3073
20213080,D3073
20215143,D3074
20212149,D3075
20213035,D3076
20213035,D3076
20211239,D3077
20211064,D3078
20217031,D3079
20214025,D3080
20212158,D3081
20216019,D3082
20211241,D3083
20211221,D3084
20212002,D3085
20213029,D3086
20211120,D3087
20212039,D3088
20212063,D3089
20213005,D3090
20211040,D3091
20212148,D3092
20215061,D3093
20213169,D3094
20213017,D3094
20213169,D3094
20214014,D3095
20215052,D3096
20214021,D3097
20211012,D3098
20213182,D3099
20211175,D3100
20214024,D3101
20214024,D3101
20211196,D3102
20217019,D3103
20213160,D3104
20211062,D3105
20212038,D3106
20213079,D3107
20214072,D3108
20211038,D3109
20217028,D3110
20211227,D3111
20218003,D3112
20212204,D3113
20211047,D3114
20213219,D3115
20213180,D3116
20212177,D3117
20213054,D3118
20212182,D3119
20212022,D3120
20211003,D3121
20211072,D3122
20213200,D3123
20213038,D3124
20211074,D3125
20211028,D3126
20214052,D3127
20213077,D3128
20211115,D3129
20211014,D3130
20212165,D3130
20211252,D3131
20211104,D3132
20212211,D3133
20214063,D3134
20211069,D3135
20215099,D3136
20217029,D3137
20214032,D3138
20212141,D3139
20211096,D3140
20211095,D3141
20212089,D3141
20213061,D3141
20211142,D3142
20213048,D3143
20213033,D3144
20213156,D3145
20212188,D3146
20214069,D3146
20211158,D3147
20213041,D3148
20211144,D3149
20216021,D3150
20212018,D3151
20211186,D3152
20214053,D3153
20217022,D3154
20211216,D3155
20215004,D3156
20213105,D3157
20212103,D3158
20212047,D3159
20215021,D3160
20212064,D3161
20211228,D3162
20211218,D3163
20215073,D3164
20213173,D3165
20213034,D3166
20213171,D3167
20215009,D3168
20214073,D3169
20213146,D3170
20213146,D3170
20215098,D3171
20213099,D3172
20211162,D3173
20212099,D3174
20213100,D3175
20212003,D3176
20212107,D3177
20215096,D3178
20211150,D3179
20215070,D3180
20215070,D3180
20211259,D3181
20211036,D3182
20211036,D3182
20212166,D3183
20212178,D3184
20212020,D3185
20213124,D3186
20215148,D3187
20211255,D3188
20213125,D3189
20217013,D3190
20213072,D3191
20214038,D3192
20211134,D3193
20213225,D3194
20215045,D3195
20211192,D3196
20211053,D3197
20215083,D3198
20215011,D3199
20215056,D3200
20213158,D3201
20213009,D3202
20211129,D3203
20213060,D3204
20217011,D3205
20213186,D3206
20215053,D3207
20213194,D3207
20212104,D3208
20214005,D3209
20213209,D3210
20213211,D3211
20211209,D3212
20216026,D3213
20213091,D3214
20217032,D3215
20212190,D3216
20211079,D3217
20211079,D3217
20211257,D3218
20212070,D3219
20213203,D3220
20215033,D3221
20211111,D3222
20211231,D3223
20212169,D3224
20211123,D3225
20217001,D3226
20214048,D3227
20211258,D3228
20211222,D3229
20211022,D3230
20216012,D3231
20215068,D3232
20215006,D3233
20211034,D3234
20217004,D3235
20215100,D3236
20211190,D3237
20215036,D3238
20215037,D3239
20213193,D3240
20213245,D3240
20214057,D3241
20215108,D3242
20214019,D3243
